Id,Subject,MainText,Text,TextTokens,TextTopics,TopicPercentages
99_3891_4,information seeking,Will there ever be an update that allows us to move multiple pins to one board at a time ,information seeking Will there ever be an update that allows us to move multiple pins to one board at a time,"['update', 'multiple', 'pin', 'board', 'time']",[68],[0.4]
99_3892_4,information giving,Pintrest provides an easy way to find and store ideas ,information giving Pintrest provides an easy way to find and store ideas,"['Pintrest', 'easy', 'way', 'idea']","[19, 68]","[0.5588692, 0.5]"
99_3893_4,information giving,I love how you can create boards secret boards send to other pinners or just like something ,information giving I love how you can create boards secret boards send to other pinners or just like something,"['board', 'secret', 'board', 'pinner']","[31, 68]","[0.3953144, 0.5]"
99_3894_4,information giving,I have no problems with it at all ,information giving I have no problems with it at all,['problem'],[42],[0.48295513]
99_3896_4,information giving,I have had no problems with Pinterest ever ,information giving I have had no problems with Pinterest ever,"['problem', 'Pinterest']","[37, 42, 68]","[0.3284325, 0.32732442, 0.5]"
99_3899_4,information seeking,Why is it stuck ,information seeking Why is it stuck,[],[],[]
99_3900_4,information seeking,Why aren t our personal Boards in alpha order the way they come up to pin ,information seeking Why aren t our personal Boards in alpha order the way they come up to pin,"['aren', 'personal', 'board', 'alpha', 'order', 'way', 'pin']",[61],[0.49527466]
99_3901_4,information seeking,Why can t we change the cover photo on our Boards anymore ,information seeking Why can t we change the cover photo on our Boards anymore,"['cover', 'photo', 'board']",[68],[0.3333333333333333]
99_3903_4,information giving,it always gives me ideas i can use or elaborate on ,information giving it always gives me ideas i can use or elaborate on,['idea'],"[19, 68]","[0.48639643, 1.0]"
99_3909_4,information seeking,I m sure there is a way to turn that off but I haven t figured it out ,information seeking I m sure there is a way to turn that off but I haven t figured it out,"['sure', 'way']",[63],[0.6490284]
99_3914_4,information giving,No matter what you need it s on Pinterest ,information giving No matter what you need it s on Pinterest,['Pinterest'],"[37, 68]","[0.4845899, 1.0]"
99_3915_4,information giving,Prior to this last update you made some improvements and did update and it was great ,information giving Prior to this last update you made some improvements and did update and it was great,"['update', 'improvement', 'update', 'great']",[20],[0.3953088]
99_3921_4,information giving,I love this app really liked when the added the I think you ve already posted this ,information giving I love this app really liked when the added the I think you ve already posted this,['app'],[16],[0.5057032]
99_3922_4,information giving,Any time I need an idea I come here ,information giving Any time I need an idea I come here,"['time', 'idea']","[19, 33, 68]","[0.33707607, 0.31953207, 0.5]"
99_3923_4,information giving,I can pretty much find everything I need here and the app is simple to use ,information giving I can pretty much find everything I need here and the app is simple to use,"['app', 'simple']",[30],[0.65057087]
99_3924_4,information giving, nOverall I recommend it ,information giving  nOverall I recommend it,[],[],[]
99_3925_4,information giving,I can t believe I was missing out on such great ideas for such a long time ,information giving I can t believe I was missing out on such great ideas for such a long time,"['great', 'idea', 'long', 'time']",[33],[0.39314994]
99_3926_4,information giving,There are so many great ideas and funny things ,information giving There are so many great ideas and funny things,"['great', 'idea', 'funny', 'thing']",[],[]
99_3927_4,information giving,s78 All of my new contacts I have made on this app and all of the great information I have gained I m just so excited to be able to pin all day long ,information giving s78 All of my new contacts I have made on this app and all of the great information I have gained I m just so excited to be able to pin all day long,"['s78', 'new', 'contact', 'app', 'great', 'excited', 'able', 'day']",[59],[0.45980513]
99_3930_4,information giving,I can always find projects that I can t wait to try and gifts to make for family ,information giving I can always find projects that I can t wait to try and gifts to make for family,"['project', 'gift', 'family']",[],[]
99_3931_4,information giving,Great app nothing else like it gives me awesome ideas of things I can t afford puts my head in debt ,information giving Great app nothing else like it gives me awesome ideas of things I can t afford puts my head in debt,"['great', 'app', 'awesome', 'idea', 'thing', 'afford', 'head', 'debt']",[47],[0.35914534]
99_3932_4,information seeking,Now I can access things out and about such as ingredients for recipes what was the name of that glue they said to use or how much vinegar do I need to buy to clean my house ,information seeking Now I can access things out and about such as ingredients for recipes what was the name of that glue they said to use or how much vinegar do I need to buy to clean my house,"['thing', 'ingredient', 'recipe', 'glue', 'vinegar', 'house']",[61],[0.42421383]
99_3933_4,information giving,I can t stop ,information giving I can t stop,[],[],[]
99_3934_4,information giving,The only problem is I spend too much time on it ,information giving The only problem is I spend too much time on it,"['problem', 'time']","[42, 33]","[0.32735252, 0.32692325]"
99_3937_4,information giving,Honestly I m not sure I like the latest update but I will either adjust or they will update it again ,information giving Honestly I m not sure I like the latest update but I will either adjust or they will update it again,"['sure', 'late', 'update', 'update']","[20, 63]","[0.39531052, 0.39466342]"
99_3938_4,information seeking,How do people come up with these great ideas ,information seeking How do people come up with these great ideas,"['people', 'great', 'idea']",[68],[0.3333333333333333]
